Hodnota,Pocet Vyskytu,Kumulativni cetnost,Relativni cetnost,CDF,PDF
1,1,1,0.666666666666667,0.666666666666667,0.117513679732291
1.1,1,2,1.33333333333333,0.666666666666667,0.128196108967418
1.2,2,4,2.66666666666667,1.33333333333333,0.139401113377344
1.3,7,11,7.33333333333333,4.66666666666667,0.151099359060492
1.4,12,23,15.3333333333333,8,0.16325405702215
1.5,14,37,24.6666666666667,9.33333333333333,0.175820829304843
1.6,7,44,29.3333333333333,4.66666666666667,0.188747690580141
1.7,4,48,32,2.66666666666667,0.201975154841897
1.9,2,50,33.3333333333333,1.33333333333333,0.229058018159534
3,1,51,34,0.666666666666667,0.363716624148892
3.3,2,53,35.3333333333333,1.33333333333333,0.385688065637082
3.5,2,55,36.6666666666667,1.33333333333333,0.394678199083793
3.6,1,56,37.3333333333333,0.666666666666667,0.397332488947968
3.7,1,57,38,0.666666666666667,0.398721815876114
3.8,1,58,38.6666666666667,0.666666666666667,0.398832830040271
3.9,3,61,40.6666666666667,2,0.397664463382807
4,5,66,44,3.33333333333333,0.395227946724262
4.1,3,69,46,2,0.391546630030133
4.2,4,73,48.6666666666667,2.66666666666667,0.386655609859231
4.3,2,75,50,1.33333333333333,0.380601172306448
4.4,4,79,52.6666666666667,2.66666666666667,0.373440063804778
4.5,8,87,58,5.33333333333333,0.365238605850934
4.6,3,90,60,2,0.35607167296393
4.7,5,95,63.3333333333333,3.33333333333333,0.346021555890218
4.8,4,99,66,2.66666666666667,0.335176734164644
4.9,5,104,69.3333333333333,3.33333333333333,0.323630583576228
5,4,108,72,2.66666666666667,0.311480044846161
5.1,8,116,77.3333333333333,5.33333333333333,0.298824279898973
5.2,2,118,78.6666666666667,1.33333333333333,0.285763341514863
5.3,2,120,80,1.33333333333333,0.272396880930339
5.4,2,122,81.3333333333333,1.33333333333333,0.258822916162596
5.5,3,125,83.3333333333333,2,0.245136681543279
5.6,6,131,87.3333333333333,4,0.231429576244877
5.7,3,134,89.3333333333333,2,0.217788226562445
5.8,3,137,91.3333333333333,2,0.204293673474945
5.9,2,139,92.6666666666667,1.33333333333333,0.191020693655912
6,2,141,94,1.33333333333333,0.178037258732776
6.1,3,144,96,2,0.165404134302781
6.3,1,145,96.6666666666667,0.666666666666667,0.14139440573214
6.4,1,146,97.3333333333333,0.666666666666667,0.130101598156274
6.6,1,147,98,0.666666666666667,0.109093376352879
6.7,2,149,99.3333333333333,1.33333333333333,0.0994177042362074
6.9,1,150,100,0.666666666666667,0.0817728938125098
