Hodnota,Pocet Vyskytu,Kumulativni cetnost,Relativni cetnost,CDF,PDF
0,4499,4499,2999.33333333333,2999.33333333333,0.378533317808834
0.01,541,5040,3360,360.666666666667,0.380009908777181
0.02,550,5590,3726.66666666667,366.666666666667,0.381435066237651
0.03,533,6123,4082,355.333333333333,0.382808169177005
0.04,525,6648,4432,350,0.384128617754608
0.05,530,7178,4785.33333333333,353.333333333333,0.385395833738986
0.06,495,7673,5115.33333333333,330,0.386609260929702
0.07,477,8150,5433.33333333333,318,0.387768365564109
0.08,459,8609,5739.33333333333,306,0.388872636708573
0.09,419,9028,6018.66666666667,279.333333333333,0.389921586633758
0.1,393,9421,6280.66666666667,262,0.390914751173593
0.11,367,9788,6525.33333333333,244.666666666667,0.391851690067539
0.12,316,10104,6736,210.666666666667,0.392731987285823
0.13,329,10433,6955.33333333333,219.333333333333,0.393555251337286
0.14,281,10714,7142.66666666667,187.333333333333,0.394321115559526
0.15,246,10960,7306.66666666667,164,0.395029238391049
0.16,222,11182,7454.66666666667,148,0.395679303625133
0.17,203,11385,7590,135.333333333333,0.396271020645144
0.18,208,11593,7728.66666666667,138.666666666667,0.396804124641056
0.19,181,11774,7849.33333333333,120.666666666667,0.397278376806961
0.2,164,11938,7958.66666666667,109.333333333333,0.397693564519346
0.21,158,12096,8064,105.333333333333,0.398049501495961
0.22,158,12254,8169.33333333333,105.333333333333,0.398346027935112
0.23,136,12390,8260,90.6666666666667,0.39858301063523
0.24,138,12528,8352,92,0.39876034309459
0.25,141,12669,8446,94,0.398877945591077
0.26,127,12796,8530.66666666667,84.6666666666667,0.398935765241918
0.27,102,12898,8598.66666666667,68,0.398933776043314
0.28,114,13012,8674.66666666667,76,0.398871978889927
0.29,99,13111,8740.66666666667,66,0.398750401574214
0.3,100,13211,8807.33333333333,66.6666666666667,0.398569098765594
0.31,89,13300,8866.66666666667,59.3333333333333,0.398328151969477
0.32,94,13394,8929.33333333333,62.6666666666667,0.3980276694662
0.33,85,13479,8986,56.6666666666667,0.39766778622993
0.34,80,13559,9039.33333333333,53.3333333333333,0.397248663827619
0.35,92,13651,9100.66666666667,61.3333333333333,0.396770490298121
